,index,community_full,value,label,community,graph,color,marker
900,left pars opercularis,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
901,left pars opercularis,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
902,left pars opercularis,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
903,left pars opercularis,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
904,left pars opercularis,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
905,left pars opercularis,front_gt_3,1,frontal,3,SUVR-derived graph,#D97F31,^
906,left pars opercularis,front_shap_4,1,frontal,4,SHAP-derived graph,#814B91,o
907,left pars opercularis,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
908,left pars opercularis,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
909,left pars opercularis,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
910,left pars opercularis,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
911,left pars opercularis,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
912,left pars opercularis,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
913,left pars opercularis,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
914,left pars opercularis,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
915,left pars opercularis,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
916,left pars opercularis,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
917,left pars opercularis,latpar_gt_4,1,lat-par,4,SUVR-derived graph,#814B91,^
918,left pars opercularis,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
919,left pars opercularis,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
920,left pars opercularis,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
921,left pars opercularis,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
922,left pars opercularis,lattemp_shap_2,1,lat-temp,2,SHAP-derived graph,#939ABE,o
923,left pars opercularis,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
924,left pars opercularis,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
925,left pars opercularis,lattemp_gt_3,1,lat-temp,3,SUVR-derived graph,#D97F31,^
926,left pars opercularis,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
927,left pars opercularis,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
928,left pars opercularis,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
929,left pars opercularis,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
930,left pars opercularis,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
931,left pars opercularis,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
932,left pars opercularis,medpar_shap_2,1,med-par,2,SHAP-derived graph,#939ABE,o
933,left pars opercularis,medpar_gt_2,1,med-par,2,SUVR-derived graph,#939ABE,^
934,left pars opercularis,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
935,left pars opercularis,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
936,left pars opercularis,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
937,left pars opercularis,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
938,left pars opercularis,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
939,left pars opercularis,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
940,left pars opercularis,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
941,left pars opercularis,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
942,left pars opercularis,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
943,left pars opercularis,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
944,left pars opercularis,medtemp_shap_3,1,med-temp,3,SHAP-derived graph,#D97F31,o
945,left pars opercularis,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
946,left pars opercularis,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
947,left pars opercularis,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
948,left pars opercularis,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
949,left pars opercularis,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
950,left pars opercularis,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
951,left pars opercularis,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
952,left pars opercularis,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
953,left pars opercularis,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
954,left pars opercularis,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
955,left pars opercularis,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
956,left pars opercularis,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
957,left pars opercularis,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
958,left pars opercularis,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
959,left pars opercularis,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
960,left pars orbitalis,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
961,left pars orbitalis,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
962,left pars orbitalis,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
963,left pars orbitalis,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
964,left pars orbitalis,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
965,left pars orbitalis,front_gt_3,1,frontal,3,SUVR-derived graph,#D97F31,^
966,left pars orbitalis,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
967,left pars orbitalis,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
968,left pars orbitalis,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
969,left pars orbitalis,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
970,left pars orbitalis,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
971,left pars orbitalis,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
972,left pars orbitalis,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
973,left pars orbitalis,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
974,left pars orbitalis,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
975,left pars orbitalis,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
976,left pars orbitalis,latpar_shap_4,1,lat-par,4,SHAP-derived graph,#814B91,o
977,left pars orbitalis,latpar_gt_4,1,lat-par,4,SUVR-derived graph,#814B91,^
978,left pars orbitalis,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
979,left pars orbitalis,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
980,left pars orbitalis,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
981,left pars orbitalis,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
982,left pars orbitalis,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
983,left pars orbitalis,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
984,left pars orbitalis,lattemp_shap_3,1,lat-temp,3,SHAP-derived graph,#D97F31,o
985,left pars orbitalis,lattemp_gt_3,1,lat-temp,3,SUVR-derived graph,#D97F31,^
986,left pars orbitalis,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
987,left pars orbitalis,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
988,left pars orbitalis,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
989,left pars orbitalis,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
990,left pars orbitalis,medpar_shap_1,1,med-par,1,SHAP-derived graph,#C25954,o
991,left pars orbitalis,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
992,left pars orbitalis,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
993,left pars orbitalis,medpar_gt_2,1,med-par,2,SUVR-derived graph,#939ABE,^
994,left pars orbitalis,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
995,left pars orbitalis,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
996,left pars orbitalis,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
997,left pars orbitalis,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
998,left pars orbitalis,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
999,left pars orbitalis,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1000,left pars orbitalis,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
1001,left pars orbitalis,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
1002,left pars orbitalis,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1003,left pars orbitalis,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
1004,left pars orbitalis,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
1005,left pars orbitalis,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1006,left pars orbitalis,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
1007,left pars orbitalis,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
1008,left pars orbitalis,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
1009,left pars orbitalis,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
1010,left pars orbitalis,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
1011,left pars orbitalis,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
1012,left pars orbitalis,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1013,left pars orbitalis,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
1014,left pars orbitalis,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1015,left pars orbitalis,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1016,left pars orbitalis,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
1017,left pars orbitalis,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
1018,left pars orbitalis,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1019,left pars orbitalis,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1020,left pars triangularis,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
1021,left pars triangularis,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
1022,left pars triangularis,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
1023,left pars triangularis,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1024,left pars triangularis,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
1025,left pars triangularis,front_gt_3,1,frontal,3,SUVR-derived graph,#D97F31,^
1026,left pars triangularis,front_shap_4,1,frontal,4,SHAP-derived graph,#814B91,o
1027,left pars triangularis,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
1028,left pars triangularis,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
1029,left pars triangularis,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
1030,left pars triangularis,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1031,left pars triangularis,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1032,left pars triangularis,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
1033,left pars triangularis,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
1034,left pars triangularis,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
1035,left pars triangularis,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
1036,left pars triangularis,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
1037,left pars triangularis,latpar_gt_4,1,lat-par,4,SUVR-derived graph,#814B91,^
1038,left pars triangularis,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
1039,left pars triangularis,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
1040,left pars triangularis,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
1041,left pars triangularis,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
1042,left pars triangularis,lattemp_shap_2,1,lat-temp,2,SHAP-derived graph,#939ABE,o
1043,left pars triangularis,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
1044,left pars triangularis,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
1045,left pars triangularis,lattemp_gt_3,1,lat-temp,3,SUVR-derived graph,#D97F31,^
1046,left pars triangularis,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
1047,left pars triangularis,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
1048,left pars triangularis,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
1049,left pars triangularis,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
1050,left pars triangularis,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
1051,left pars triangularis,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
1052,left pars triangularis,medpar_shap_2,1,med-par,2,SHAP-derived graph,#939ABE,o
1053,left pars triangularis,medpar_gt_2,1,med-par,2,SUVR-derived graph,#939ABE,^
1054,left pars triangularis,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
1055,left pars triangularis,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
1056,left pars triangularis,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
1057,left pars triangularis,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
1058,left pars triangularis,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
1059,left pars triangularis,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1060,left pars triangularis,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
1061,left pars triangularis,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
1062,left pars triangularis,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1063,left pars triangularis,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
1064,left pars triangularis,medtemp_shap_3,1,med-temp,3,SHAP-derived graph,#D97F31,o
1065,left pars triangularis,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1066,left pars triangularis,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
1067,left pars triangularis,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
1068,left pars triangularis,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
1069,left pars triangularis,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
1070,left pars triangularis,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
1071,left pars triangularis,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
1072,left pars triangularis,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1073,left pars triangularis,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
1074,left pars triangularis,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1075,left pars triangularis,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1076,left pars triangularis,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
1077,left pars triangularis,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
1078,left pars triangularis,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1079,left pars triangularis,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1080,left pericalcarine,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
1081,left pericalcarine,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
1082,left pericalcarine,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
1083,left pericalcarine,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1084,left pericalcarine,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
1085,left pericalcarine,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
1086,left pericalcarine,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
1087,left pericalcarine,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
1088,left pericalcarine,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
1089,left pericalcarine,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
1090,left pericalcarine,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1091,left pericalcarine,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1092,left pericalcarine,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
1093,left pericalcarine,latpar_gt_2,1,lat-par,2,SUVR-derived graph,#939ABE,^
1094,left pericalcarine,latpar_shap_3,1,lat-par,3,SHAP-derived graph,#D97F31,o
1095,left pericalcarine,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
1096,left pericalcarine,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
1097,left pericalcarine,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
1098,left pericalcarine,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
1099,left pericalcarine,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
1100,left pericalcarine,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
1101,left pericalcarine,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
1102,left pericalcarine,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
1103,left pericalcarine,lattemp_gt_2,1,lat-temp,2,SUVR-derived graph,#939ABE,^
1104,left pericalcarine,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
1105,left pericalcarine,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
1106,left pericalcarine,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
1107,left pericalcarine,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
1108,left pericalcarine,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
1109,left pericalcarine,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
1110,left pericalcarine,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
1111,left pericalcarine,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
1112,left pericalcarine,medpar_shap_2,1,med-par,2,SHAP-derived graph,#939ABE,o
1113,left pericalcarine,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
1114,left pericalcarine,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
1115,left pericalcarine,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
1116,left pericalcarine,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
1117,left pericalcarine,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
1118,left pericalcarine,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
1119,left pericalcarine,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1120,left pericalcarine,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
1121,left pericalcarine,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
1122,left pericalcarine,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1123,left pericalcarine,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
1124,left pericalcarine,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
1125,left pericalcarine,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1126,left pericalcarine,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
1127,left pericalcarine,medtemp_gt_4,1,med-temp,4,SUVR-derived graph,#814B91,^
1128,left pericalcarine,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
1129,left pericalcarine,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
1130,left pericalcarine,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
1131,left pericalcarine,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
1132,left pericalcarine,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1133,left pericalcarine,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
1134,left pericalcarine,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1135,left pericalcarine,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1136,left pericalcarine,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
1137,left pericalcarine,occ_gt_4,1,occipital,4,SUVR-derived graph,#814B91,^
1138,left pericalcarine,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1139,left pericalcarine,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1140,left postcentral,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
1141,left postcentral,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
1142,left postcentral,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
1143,left postcentral,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1144,left postcentral,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
1145,left postcentral,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
1146,left postcentral,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
1147,left postcentral,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
1148,left postcentral,front_shap_5,1,frontal,5,SHAP-derived graph,#71B8B4,o
1149,left postcentral,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
1150,left postcentral,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
1151,left postcentral,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
1152,left postcentral,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
1153,left postcentral,latpar_gt_2,1,lat-par,2,SUVR-derived graph,#939ABE,^
1154,left postcentral,latpar_shap_3,1,lat-par,3,SHAP-derived graph,#D97F31,o
1155,left postcentral,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
1156,left postcentral,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
1157,left postcentral,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
1158,left postcentral,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
1159,left postcentral,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
1160,left postcentral,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
1161,left postcentral,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
1162,left postcentral,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
1163,left postcentral,lattemp_gt_2,1,lat-temp,2,SUVR-derived graph,#939ABE,^
1164,left postcentral,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
1165,left postcentral,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
1166,left postcentral,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
1167,left postcentral,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
1168,left postcentral,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
1169,left postcentral,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
1170,left postcentral,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
1171,left postcentral,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
1172,left postcentral,medpar_shap_2,1,med-par,2,SHAP-derived graph,#939ABE,o
1173,left postcentral,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
1174,left postcentral,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
1175,left postcentral,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
1176,left postcentral,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
1177,left postcentral,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
1178,left postcentral,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
1179,left postcentral,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
1180,left postcentral,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
1181,left postcentral,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
1182,left postcentral,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
1183,left postcentral,medtemp_gt_2,1,med-temp,2,SUVR-derived graph,#939ABE,^
1184,left postcentral,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
1185,left postcentral,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
1186,left postcentral,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
1187,left postcentral,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
1188,left postcentral,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
1189,left postcentral,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
1190,left postcentral,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
1191,left postcentral,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
1192,left postcentral,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
1193,left postcentral,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
1194,left postcentral,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
1195,left postcentral,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
1196,left postcentral,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
1197,left postcentral,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
1198,left postcentral,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
1199,left postcentral,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
1200,left posterior cingulate,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
1201,left posterior cingulate,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
1202,left posterior cingulate,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
1203,left posterior cingulate,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
1204,left posterior cingulate,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
